"Course Number","Course Title","Course Catalog Code","Print on Schedule (Y/N)","Section Number","Section Title","Session Code","Year","Section Status","Section Begin Date","Section End Date","Section Credit Hours","Maximum Registration"
"HIST100EUPO","Eur Intellectual Hist 1500-1800","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,20
"HIST100I CH","Identity & Culture in Latin Amer","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"HIST100K PO","History/Biography/Autobiography","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"HIST100N CH","Mexico-United States Border","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"HIST100NBCH","US & Latin America Relations","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,20
"HIST100Q CH","Social Movements in 20C Mexico","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"HIST100V PO","Modern Feminisms in East Asia","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"HIST100VEPO","Venezuela; Democracy to Republic","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"HIST100WRPO","Religious Tolerance Med Spain","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"HIST100Y PO","Smith/Rousseau","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"HIST100Z PO","Doing History","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,12
"HIST101  CM","Fresh/Soph Honors Seminar","UG12","Y","01","Art and Politics 1650-1950","FA",2012,"C",2012-09-04,2012-12-21,1,0
"HIST110E PO","Renaiss/Reformation:1350-1648","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,12
"HIST110J PO","State,Citizen,Subject Mdrn Japan","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,20
"HIST110L PO","US Labor & Working-Class History","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,20
"HIST110S CH","Latina/o Oral Histories","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"HIST110WHPO","Heresy and Church","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,20
"HIST111  CM","Topics in European History","UG12","Y","02","","FA",2012,"C",2012-09-04,2012-12-21,1,0
"HIST112  SC","Nuns, Saints and Mystics","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,25
"HIST118  SC","Queering the Renaissance","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,25
"HIST119M SC","Art of Memory in Medieval Europe","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,20
"HIST119R SC","Women+Religion: Medieval Europe","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,20
"HIST121  CM","US History Since 1945","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"HIST121  PO","Early America","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,12
"HIST123  CM","History of the American West","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"HIST123  SC","Philosophy & History of Culture","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,5
"HIST126  PO","Revolutionary America, 1750-1800","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,12
"HIST127  SC","Rousseau,Tocqueville,Foucault","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"HIST129  CM","London & Paris in the 19th Cent.","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"HIST130  SC","Schools of Cultural Criticism","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,5
"HIST134  CM","Dostoevskii's Russia","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"HIST134  PO","Drugs & Alcohol in Modern World","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,20
"HIST134  SC","France/Algeria","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"HIST137  CM","Researching the Holocaust","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"HIST138  CM","Europe's Total Wars","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"HIST140  PO","Empire Middle East & N. Africa","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,14
"HIST140B SC","Contemp Latin Amer & Caribbean","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,20
"HIST141  SC","Americas:Race,Labor & Organizing","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,25
"HIST143  AF","Slavery & Freedom in New World","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,30
"HIST143  SC","Cuba and Nicaragua","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,25
"HIST143D CM","American Revolutions:1760-1830s","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"HIST146  CM","History of Germany 1740-present","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"HIST149  CM","America in Depression and War","UG12","Y","01","","FA",2012,"C",2012-09-04,2012-12-21,1,0
"HIST149C SC","Health Activism in Lat Am & Car","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,20
"HIST153  AF","Slave Women in Antebellum Amer","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,25
"HIST162C CM","China:Warring States-1st Emperor","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"HIST164  CM","Mao's China","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"HIST165  PO","20th Century China","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,20
"HIST166  PO","Cont Issues in Chinese History","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"HIST167  PO","Early Modern Japan","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,30
"HIST168  PO","Modern Japan","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,30
"HIST169A CM","Topics in Middle Eastern History","UG12","Y","01","Traveling Through Time Mid East","FA",2012,"O",2012-09-04,2012-12-21,1,18
"HIST173  AF","Black Intellectuals & Polit Race","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,20
"HIST175  CM","Women and Politics in America","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"HIST175  SC","War,Empire+Society US 1898-Pres","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,20
"HIST176  AF","Civil Rights Movement Modern Era","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,25
"HIST179C HM","Special Topics in History: Science in Fiction","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,3,22
"HIST181  PO","British Isles&Europe:To 1600","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,19
"HIST189B PO","Qing Empire & Early Modrn China","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,20
"HIST190  PO","Thesis Writers' Seminar","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"HIST190  SC","Seminar in History","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,20
"HIST191  PO","Senior Thesis","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"HIST191  PO","Senior Thesis","UG12","Y","02","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"HIST191  PO","Senior Thesis","UG12","Y","03","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"HIST191  PO","Senior Thesis","UG12","Y","04","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"HIST191  PO","Senior Thesis","UG12","Y","05","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"HIST191  PO","Senior Thesis","UG12","Y","06","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"HIST191  PO","Senior Thesis","UG12","Y","07","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"HIST191  PO","Senior Thesis","UG12","Y","08","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"HIST191  PO","Senior Thesis","UG12","Y","09","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"HIST191  PO","Senior Thesis","UG12","Y","10","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"HIST191  PO","Senior Thesis","UG12","Y","11","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"HIST191  PO","Senior Thesis","UG12","Y","12","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"HIST191  PO","Senior Thesis","UG12","Y","13","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"HIST191  PO","Senior Thesis","UG12","Y","14","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"HIST191  PO","Senior Thesis","UG12","Y","15","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"HIST191  PO","Senior Thesis","UG12","Y","16","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"HIST191  PO","Senior Thesis","UG12","Y","17","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"HIST191  PO","Senior Thesis","UG12","Y","18","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"HIST191  PO","Senior Thesis","UG12","Y","19","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"HIST191  PO","Senior Thesis","UG12","Y","20","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"HIST191  PO","Senior Thesis","UG12","Y","21","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"HIST191  PO","Senior Thesis","UG12","Y","22","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"HIST193  PO","Sr Reading Seminar & Field Exams","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,99
"HIST197  PZ","Seminar in History","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"HIST199  SC","Independent Study in History","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0.5,10
"HIST199DRPO","History: Directed Readings","UG12","Y","01","Hist. mrgnlzd communities in JPN","FA",2012,"O",2012-09-04,2012-12-21,1,15
"HMSC087F AF","Black France","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,16
"HMSC123  SC","Philosophy & History of Culture","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,10
"HMSC130  SC","Schools of Cultural Criticism","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,5
"HMSC141  SC","Writ Cltr:Theories,Texts+Stories","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"HMSC190  SC","Humanities Senior Seminar","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"HMSC191  SC","Sr Thesis: Humanities Major","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,10
"HMSC198  SC","Independent Intern: Humanities","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,10
"HMSC199  SC","Indep St:Interdis St in Culture","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0.5,10
"HSID001  PZ","Intro to History of Ideas","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,28
"HSID123  PZ","Philosophy of Magic & the Occult","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,28
"HSID140  PZ","The Philosophical Dialog","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,28
"HUM 195J SC","Junior Fellowship in Humanities","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"ID  001  PO","Critical Inquiry Seminar","UG12","Y","01","Mimetic Desire in French Novel","FA",2012,"O",2012-09-04,2012-12-21,1,15
"ID  001  PO","Critical Inquiry Seminar","UG12","Y","02","Simply Sondheim","FA",2012,"O",2012-09-04,2012-12-21,1,15
"ID  001  PO","Critical Inquiry Seminar","UG12","Y","03","From Information to Knowledge","FA",2012,"O",2012-09-04,2012-12-21,1,15
"ID  001  PO","Critical Inquiry Seminar","UG12","Y","04","I Disagree","FA",2012,"O",2012-09-04,2012-12-21,1,15
"ID  001  PO","Critical Inquiry Seminar","UG12","Y","05","""Flashpoints"" Rock & Roll Histry","FA",2012,"O",2012-09-04,2012-12-21,1,15
"ID  001  PO","Critical Inquiry Seminar","UG12","Y","06","Narrative in Everyday Life","FA",2012,"O",2012-09-04,2012-12-21,1,15
"ID  001  PO","Critical Inquiry Seminar","UG12","Y","07","Baseball in America","FA",2012,"O",2012-09-04,2012-12-21,1,15
"ID  001  PO","Critical Inquiry Seminar","UG12","Y","08","Pomona Goes Green","FA",2012,"O",2012-09-04,2012-12-21,1,15
"ID  001  PO","Critical Inquiry Seminar","UG12","Y","09","Virtuous Markets?","FA",2012,"O",2012-09-04,2012-12-21,1,15
"ID  001  PO","Critical Inquiry Seminar","UG12","Y","10","Can Zombies Do Math?","FA",2012,"O",2012-09-04,2012-12-21,1,15
"ID  001  PO","Critical Inquiry Seminar","UG12","Y","11","Muslim Literary Landscapes","FA",2012,"O",2012-09-04,2012-12-21,1,15
"ID  001  PO","Critical Inquiry Seminar","UG12","Y","12","The European Enlightenment","FA",2012,"O",2012-09-04,2012-12-21,1,15
"ID  001  PO","Critical Inquiry Seminar","UG12","Y","13","Travels and Discoveries","FA",2012,"O",2012-09-04,2012-12-21,1,15
"ID  001  PO","Critical Inquiry Seminar","UG12","Y","14","The TV Novel","FA",2012,"O",2012-09-04,2012-12-21,1,15
"ID  001  PO","Critical Inquiry Seminar","UG12","Y","15","Growth","FA",2012,"O",2012-09-04,2012-12-21,1,15
"ID  001  PO","Critical Inquiry Seminar","UG12","Y","16","Philosophy thru Science Fiction","FA",2012,"O",2012-09-04,2012-12-21,1,15
"ID  001  PO","Critical Inquiry Seminar","UG12","Y","17","Southern Calif. Performance Art","FA",2012,"O",2012-09-04,2012-12-21,1,15
"ID  001  PO","Critical Inquiry Seminar","UG12","Y","18","Dangerous Books","FA",2012,"O",2012-09-04,2012-12-21,1,15
"ID  001  PO","Critical Inquiry Seminar","UG12","Y","19","The New Science of Social Life","FA",2012,"O",2012-09-04,2012-12-21,1,15
"ID  001  PO","Critical Inquiry Seminar","UG12","Y","20","Scientific Reasoning","FA",2012,"O",2012-09-04,2012-12-21,1,15
"ID  001  PO","Critical Inquiry Seminar","UG12","Y","21","Music and Beauty","FA",2012,"O",2012-09-04,2012-12-21,1,15
"ID  001  PO","Critical Inquiry Seminar","UG12","Y","22","Advice abt Love & Lit Narrator","FA",2012,"O",2012-09-04,2012-12-21,1,15
"ID  001  PO","Critical Inquiry Seminar","UG12","Y","23","Cultural Hist the Sense of Smell","FA",2012,"O",2012-09-04,2012-12-21,1,15
"ID  001  PO","Critical Inquiry Seminar","UG12","Y","24","Sonnet, Still Life, Lives","FA",2012,"O",2012-09-04,2012-12-21,1,15
"ID  001  PO","Critical Inquiry Seminar","UG12","Y","25","Adventures with Russian Books","FA",2012,"O",2012-09-04,2012-12-21,1,15
"ID  001  PO","Critical Inquiry Seminar","UG12","Y","26","History of Ballroom/Social Dance","FA",2012,"O",2012-09-04,2012-12-21,1,15
"ID  001  PO","Critical Inquiry Seminar","UG12","Y","27","Real Play & the Name Taboo","FA",2012,"O",2012-09-04,2012-12-21,1,15
"ID  001  PO","Critical Inquiry Seminar","UG12","Y","28","Nanotechngy in Science & Fiction","FA",2012,"O",2012-09-04,2012-12-21,1,15
"ID  001  PO","Critical Inquiry Seminar","UG12","Y","29","Finding India","FA",2012,"O",2012-09-04,2012-12-21,1,15
"ID  040  CM","Practicum in Event Management","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0.5,18
"ID  189  PO","Community Partnership Practicum","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,25
"ID  191D SC","Senior Thesis for Dual Majors","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,5
"ID  191D SC","Senior Thesis for Dual Majors","UG12","Y","10","","FA",2012,"O",2012-09-04,2012-12-21,1,5
"ID  191D SC","Senior Thesis for Dual Majors","UG12","Y","11","","FA",2012,"O",2012-09-04,2012-12-21,1,5
"ID  191D SC","Senior Thesis for Dual Majors","UG12","Y","12","","FA",2012,"O",2012-09-04,2012-12-21,1,5
"ID  199CPPO","Community Partnerships","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"IIS 010  PZ","Intro Int'l/Intercult Studies","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,99
"IIS 038  PZ","Nature,Movemnt,Meditation:QiGong","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,45
"IIS 050  PZ","Power and Social Change","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,20
"IIS 075  PZ","Intro to Postcolonial Studies","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,40
"IIS 080  PZ","Intro to Critical Theory","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,40
"IIS 123  PZ","Third World Socialism","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,20
"IIS 190  PZ","Senior Seminar","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"IR  100  PO","Intermediate IR Seminar","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"IR  190  PO","Senior IR Seminar","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,20
"ITAL001  SC","Introductory Italian","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"ITAL001  SC","Introductory Italian","UG12","Y","02","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"ITAL001  SC","Introductory Italian","UG12","Y","03","","FA",2012,"O",2012-09-04,2012-12-21,1,20
"ITAL001  SC","Introductory Italian","UG12","Y","04","","FA",2012,"O",2012-09-04,2012-12-21,1,20
"ITAL033  SC","Intermediate Italian","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"ITAL033  SC","Intermediate Italian","UG12","Y","02","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"ITAL033  SC","Intermediate Italian","UG12","Y","03","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"ITAL120  SC","Ital Medieval & Renaissance Lit","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,20
"ITAL135  SC","Apprec Hist in Contemp Ital Fic","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"ITAL137  SC","Italy as a Murder Mystery","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"ITAL143  SC","Contemporary Italian Music & Lit","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"ITAL191  SC","Senior Thesis in Italian","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,35
"ITAL199  SC","Independent Study in Italian","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,10
"ITAL199  SC","Independent Study in Italian","UG12","Y","02","IS: The works of Italo Calvino","FA",2012,"O",2012-09-04,2012-12-21,1,18
"JAPN001A PO","Elementary Japanese","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"JAPN001A PO","Elementary Japanese","UG12","Y","02","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"JAPN001A PO","Elementary Japanese","UG12","Y","03","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"JAPN001A PO","Elementary Japanese","UG12","Y","04","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"JAPN011  PO","Japanese Conversation, Intermed","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0.25,15
"JAPN012A PO","Japanese Kanji Class","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0.25,10
"JAPN012B PO","Japanese Kanji","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0.25,15
"JAPN013  PO","Japanese Conversation, Advanced","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0.25,15
"JAPN014A PO","Japanese Kanji","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0.25,10
"JAPN051A PO","Intermediate Japanese","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"JAPN051A PO","Intermediate Japanese","UG12","Y","02","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"JAPN051A PO","Intermediate Japanese","UG12","Y","03","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"JAPN111A PO","Advanced Japanese","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"JAPN124  PO","Readings in Current Japanese","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"JAPN125  PO","Readings in Modern Japanese Lit","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,12
"JAPN131  PO","Intro to Classical Japanese","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"JAPN192A PO","Senior Project","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0.5,10
"JPNT170  PO","Pre-Modern Japanese Literature","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"JPNT174  PO","Modern Japanese Literature","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"JPNT176  PO","Time and Space in Japanese Lit","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,12
"JPNT178  PO","Japan/ese American Autobiography","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"JWST198  SC","Independent Internship","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0.5,35
"KORE001  CM","Introductory Korean","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"KORE033  CM","Intermediate Korean","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"KORE130  CM","Korean Cinema and Culture","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"LAST190  PO","Senior Tutorial/Latin Amer Stds","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"LAST193  PO","Senior Comprehensive Exam","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"LAST199  SC","Independ St: Latin American St","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0.5,10
"LEAD010  CM","Foundations of Leadership","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"LGCS010  PO","Introduction to Linguistics","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,25
"LGCS010  PO","Introduction to Linguistics","UG12","Y","02","","FA",2012,"O",2012-09-04,2012-12-21,1,25
"LGCS011  JT","Intro to Cognitive Science","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,36
"LGCS011  PO","Intro to Cognitive Science","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,32
"LGCS101  PO","Comparative/Historical Ling.","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,20
"LGCS105  PO","Syntax","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,30
"LGCS106  PO","Semantics","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,19
"LGCS107  PO","Pragmatics","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"LGCS108  PO","Phonology","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"LGCS112  PZ","Language & Society","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,14
"LGCS121  PO","Psycholinguistics","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,16
"LGCS125  PO","Field Methods in Linguistics","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"LGCS185S PO","Topics in Syntax","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"LGCS185T PO","Topics in Semantics","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,16
"LGCS187A PO","Tutorial in Ling & Cognitive Sci","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,14
"LGCS187B PO","Tutorial Linguistics/Cognitv Sci","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0.5,15
"LGCS191  PO","Senior Thesis in Ling & Cog Sci","UG12","Y","04","","FA",2012,"O",2012-09-04,2012-12-21,0.5,15
"LGCS191  PO","Senior Thesis in Ling & Cog Sci","UG12","Y","08","","FA",2012,"O",2012-09-04,2012-12-21,0.5,15
"LGCS191  PO","Senior Thesis in Ling & Cog Sci","UG12","Y","09","","FA",2012,"O",2012-09-04,2012-12-21,0.5,15
"LGCS191  PO","Senior Thesis in Ling & Cog Sci","UG12","Y","10","","FA",2012,"O",2012-09-04,2012-12-21,0.5,15
"LGCS191  PO","Senior Thesis in Ling & Cog Sci","UG12","Y","11","","FA",2012,"O",2012-09-04,2012-12-21,0.5,15
"LGCS191  PO","Senior Thesis in Ling & Cog Sci","UG12","Y","12","","FA",2012,"O",2012-09-04,2012-12-21,0.5,15
"LGCS191  PO","Senior Thesis in Ling & Cog Sci","UG12","Y","13","","FA",2012,"O",2012-09-04,2012-12-21,0.5,15
"LGCS191  PO","Senior Thesis in Ling & Cog Sci","UG12","Y","14","","FA",2012,"O",2012-09-04,2012-12-21,0.5,15
"LGCS191  SC","Senior Thesis:Ling Cognitive Sci","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0.5,35
"LGCS193  PO","Senior Comprehensive Exam","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"LGST198  SC","Independent Internship","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0.5,5
"LGST199  SC","Independent St: Legal Studies","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0.5,10
"LIT 038  CM","Fiction Writing","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,14
"LIT 057  CM","British Writers I","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,25
"LIT 066  CM","Shakespeare's Comedies","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"LIT 072  CM","Jane Austen","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"LIT 073  CM","Poetry of Gerard Manley Hopkins","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"LIT 075  CM","Vladimir Nabokov","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"LIT 080  CM","19th Century American Fiction","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"LIT 091  CM","American Poetry","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"LIT 100  CM","Literary Theory Since Plato","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"LIT 103  HM","Third Cinema","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,3,25
"LIT 117A HM","Dickens, Hardy, & Victorian Age","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,4,28
"LIT 121  CM","British Modernism","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"LIT 132  CM","Film History II (1965-Present)","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"LIT 134  CM","Special Studies in Film","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,12
"LIT 147  CM","The Word and the Garden","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"LIT 147  HM","Writers from Africa/Caribbean","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,3,18
"LIT 179D HM","Special Topics in Literature: Medieval/Renaissance Romance","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,3,20
