"Course Number","Course Title","Course Catalog Code","Print on Schedule (Y/N)","Section Number","Section Title","Session Code","Year","Section Status","Section Begin Date","Section End Date","Section Credit Hours","Maximum Registration"
"SPAN022  CM","Intensive Introductory Spanish","UG12","Y","02","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"SPAN022  PO","Intensive Introductory Spanish","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"SPAN022  PO","Intensive Introductory Spanish","UG12","Y","02","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"SPAN022  PZ","Intensive Introductory Spanish","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"SPAN022  PZ","Intensive Introductory Spanish","UG12","Y","02","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"SPAN022  SC","Intensive Introductory Spanish","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"SPAN031  PZ","Community-Based Spanish Practcm","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0.5,30
"SPAN033  CM","Intermediate Spanish","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"SPAN033  CM","Intermediate Spanish","UG12","Y","02","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"SPAN033  CM","Intermediate Spanish","UG12","Y","03","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"SPAN033  CM","Intermediate Spanish","UG12","Y","04","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"SPAN033  CM","Intermediate Spanish","UG12","Y","05","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"SPAN033  PO","Intermediate Spanish","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"SPAN033  PO","Intermediate Spanish","UG12","Y","02","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"SPAN033  PO","Intermediate Spanish","UG12","Y","03","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"SPAN033  PZ","Intermediate Spanish","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"SPAN033  PZ","Intermediate Spanish","UG12","Y","02","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"SPAN033  SC","Intermediate Spanish","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"SPAN033  SC","Intermediate Spanish","UG12","Y","02","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"SPAN033  SC","Intermediate Spanish","UG12","Y","03","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"SPAN044  CM","Advanced Spanish: Culture & Soc","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,16
"SPAN044  CM","Advanced Spanish: Culture & Soc","UG12","Y","02","","FA",2012,"O",2012-09-04,2012-12-21,1,16
"SPAN044  CM","Advanced Spanish: Culture & Soc","UG12","Y","03","","FA",2012,"O",2012-09-04,2012-12-21,1,16
"SPAN044  CM","Advanced Spanish: Culture & Soc","UG12","Y","04","","FA",2012,"O",2012-09-04,2012-12-21,1,16
"SPAN044  CM","Advanced Spanish: Culture & Soc","UG12","Y","05","","FA",2012,"O",2012-09-04,2012-12-21,1,16
"SPAN044  PO","Advanced Spanish","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"SPAN044  PO","Advanced Spanish","UG12","Y","02","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"SPAN044  PO","Advanced Spanish","UG12","Y","03","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"SPAN044  PZ","Advanced Spanish","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"SPAN044  PZ","Advanced Spanish","UG12","Y","02","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"SPAN044  SC","Advanced Spanish","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"SPAN050  PZ","Nuestro Idioma","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"SPAN055  PZ","Adv Conversation through Film","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0.5,12
"SPAN055  PZ","Adv Conversation through Film","UG12","Y","02","","FA",2012,"O",2012-09-04,2012-12-21,0.5,12
"SPAN070  SC","Adv Span: Spanish for Science","UG12","Y","01","","FA",2012,"X",2012-09-04,2012-12-21,1,18
"SPAN100  PZ","Spanish in the Community","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,14
"SPAN100A PO","Adv. Span for Heritage Speakers","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"SPAN101  CM","Intro to Literary Analysis","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,16
"SPAN101  PO","Intro to Literary Analysis","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"SPAN101  PO","Intro to Literary Analysis","UG12","Y","02","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"SPAN101  PO","Intro to Literary Analysis","UG12","Y","03","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"SPAN101  SC","Introduction Literary Analysis","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"SPAN101  SC","Introduction Literary Analysis","UG12","Y","02","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"SPAN102  CM","Latin American Culture & Civ","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,16
"SPAN102  PO","Intro: Spanish Cultural Studies","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"SPAN103  SC","Adv Conversation and Composition","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"SPAN105  PO","Spanish Film","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"SPAN106  PO","Images of Latin America","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"SPAN107  PO","Identity in Lat Amer Lit/Culture","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"SPAN109  PO","Intro to Hispanic Linguistics","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"SPAN110  SC","Intro to Spanish Civilization","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"SPAN115  SC","Contemp Spanish Women Writers","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"SPAN116  SC","Beyond Neoliberal Imaginaries","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"SPAN120A PO","Survey of Spanish Literature","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"SPAN120A SC","Survey of Spanish Literature","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"SPAN122  CM","Immigration in Spanish Lit/Film","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,16
"SPAN125A CM","Intro to Latin-Amer Lit & Civ I","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,16
"SPAN125A PO","Survey of Spanish American Lit","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"SPAN125A PO","Survey of Spanish American Lit","UG12","Y","02","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"SPAN126  PO","In Short:Lat-Amer Story Telling","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"SPAN127  CH","Literatura Chicana en Espanol","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"SPAN129  PO","Early Modern Women Writers","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"SPAN135  PO","Revolutionary Writing: The Boom","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"SPAN140  PO","Gender/Genre Lat Am Lit/Culture","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"SPAN140  SC","Spanish Transition Almodovar","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"SPAN146  PO","El deseo de la palabra: Poetry","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"SPAN153  PO","Spanglish in Context","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"SPAN158  PZ","Banana Republics","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,16
"SPAN170  PO","Don Quixote & Cultural Identity","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"SPAN175  PO","Romantics & Realists:19thC Lit","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"SPAN180  PO","Spanish Literature 1898-1936","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"SPAN182  PO","Contemporary Spanish Poetry","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"SPAN184  SC","The Image and the Word","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"SPAN185  PO","The Avant Garde in Spain","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,16
"SPAN191  PO","Senior Thesis","UG12","Y","04","","FA",2012,"O",2012-09-04,2012-12-21,0.5,15
"SPAN191  PO","Senior Thesis","UG12","Y","08","","FA",2012,"O",2012-09-04,2012-12-21,0.5,15
"SPAN191  PO","Senior Thesis","UG12","Y","12","","FA",2012,"O",2012-09-04,2012-12-21,0.5,15
"SPAN191  PO","Senior Thesis","UG12","Y","16","","FA",2012,"O",2012-09-04,2012-12-21,0.5,15
"SPAN191  PO","Senior Thesis","UG12","Y","18","","FA",2012,"O",2012-09-04,2012-12-21,0.5,15
"SPAN191  PO","Senior Thesis","UG12","Y","20","","FA",2012,"O",2012-09-04,2012-12-21,0.5,15
"SPAN191  PO","Senior Thesis","UG12","Y","24","","FA",2012,"O",2012-09-04,2012-12-21,0.5,15
"SPAN191  SC","Senior Thesis in Spanish","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,10
"SPAN192  PO","Senior Paper","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0.5,99
"SPAN192  PO","Senior Paper","UG12","Y","03","","FA",2012,"O",2012-09-04,2012-12-21,0.5,15
"SPAN192  PO","Senior Paper","UG12","Y","18","","FA",2012,"O",2012-09-04,2012-12-21,0.5,15
"SPAN193  PO","Senior Oral Presentation","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0,99
"SPAN199  SC","Independent Study in Spanish","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0.5,10
"SPCH061A CM","Speech and Debate","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0.5,35
"SPCH061B CM","Speech and Debate","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0,35
"SPEC191  PO","Special Major Thesis","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"SPEC191  PO","Special Major Thesis","UG12","Y","02","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"SPEC191  PO","Special Major Thesis","UG12","Y","03","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"STS 001  PO","Intro to Sci, Tech, & Society","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,50
"STS 187  HM","HIV/AIDS: Sci, Society & Service","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,3,4
"STS 190  PO","Senior Integrative Seminar","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,10
"STS 191  SC","Sr Thesis:Sci,Technology+Society","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,10
"TEST001  PO","Your Course 101","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,2
"TEST001  PO","Your Course 101","UG12","Y","02","","FA",2012,"O",2012-09-04,2012-12-21,1,5
"TEST001  PO","Your Course 101","UG12","Y","04","","FA",2012,"O",2012-09-04,2012-12-21,1,1
"TEST001  PO","Your Course 101","UG12","Y","07","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"TEST002  PO","Your Course 102","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,1
"TEST002  PO","Your Course 102","UG12","Y","02","","FA",2012,"O",2012-09-04,2012-12-21,1,1
"TEST002  PO","Your Course 102","UG12","Y","03","","FA",2012,"O",2012-09-04,2012-12-21,0.5,3
"TEST004  PO","Pre-req testing course Prereq is ECON057","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"TEST007  PO","repeat test course","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"TEST099  PO","BALL testing","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"THEA001A PO","Basic Acting:Tools & Fundamentls","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"THEA001A PO","Basic Acting:Tools & Fundamentls","UG12","Y","02","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"THEA001E PO","Basic Acting: Acting for Soc Chg","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"THEA002  PO","The Dramatic Imagination","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,16
"THEA004  PO","Queer Theatre Activism","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,25
"THEA012  PO","Intermediate Acting","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"THEA013  PO","Corporeal Mime","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0.5,25
"THEA014  PO","Corporeal Mime and Pedagogy","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,25
"THEA017  PO","Make-up","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0.5,10
"THEA020A PO","Thea Crafts: Costumes/Scene/Prop","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,16
"THEA041  PO","Stage and Theatre Management","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"THEA050  PO","Collective Creation","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"THEA051  PO","Theatre Performance","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0.25,200
"THEA051  PO","Theatre Performance","UG12","Y","02","","FA",2012,"O",2012-09-04,2012-12-21,0.25,200
"THEA051C PO","Theatre Performance & Pedagogy","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0.25,99
"THEA051C PO","Theatre Performance & Pedagogy","UG12","Y","02","","FA",2012,"O",2012-09-04,2012-12-21,0.25,99
"THEA051H PO","Theatre Performance","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0.5,99
"THEA051H PO","Theatre Performance","UG12","Y","02","","FA",2012,"O",2012-09-04,2012-12-21,0.5,99
"THEA051H PO","Theatre Performance","UG12","Y","03","","FA",2012,"O",2012-09-04,2012-12-21,0.5,15
"THEA052C PO","Theatre Production: Practicum","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0.25,25
"THEA052C PO","Theatre Production: Practicum","UG12","Y","02","","FA",2012,"O",2012-09-04,2012-12-21,0.25,15
"THEA052H PO","Theatre Productn: Pract/Pedagogy","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0.5,25
"THEA052H PO","Theatre Productn: Pract/Pedagogy","UG12","Y","02","","FA",2012,"O",2012-09-04,2012-12-21,0.5,15
"THEA053CGPO","Alexander Technique in Motion","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0.25,5
"THEA053CIPO","Alexander Technique & Pedagogy","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0.25,5
"THEA053HGPO","Alexander Technique in Motion","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0.5,5
"THEA053HIPO","Alexander Technique & Pedagogy","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0.5,5
"THEA054  PO","Txts in Perform: African-Am Thea","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"THEA054C PO","Voice for the Actor","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0.25,18
"THEA054D PO","The Moving Body","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0.5,10
"THEA054DPPO","The Moving Body","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0.25,10
"THEA060  PO","Theatre for Young Audiences","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0.5,18
"THEA061  PO","Theatre for Young Audiences","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"THEA080  PO","Scene Design for Stage and Scree","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,12
"THEA082  PO","Lighting Design Stage and Screen","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"THEA100A PO","Acting Studio:Realistic Theater","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"THEA100B PO","Acting Studio: Classical Theatre","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"THEA100E PO","Acting for Film & Television","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"THEA100F PO","Acting Studio: No Acting Allowed","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,20
"THEA110  PO","World Theatre Origins to 17 Cent","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"THEA111  PO","World Theatre&Drama:Kabuki-Ibsen","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"THEA112  PO","Theater & Drama:Ibsen to Absurd","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"THEA115D PO","Theatre & Dance of Asia","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"THEA115J PO","Shakespeare in Performance","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"THEA115N PO","Contemp Asian American Drama","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,25
"THEA141  PO","Dramaturgy","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,25
"THEA189A PO","Sacred/Sites: So. California","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,25
"THEA190H PO","Senior Seminar","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0.5,25
"THEA191  SC","Senior Thesis in Theatre","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,35
"THEA191H PO","Senior Thesis","UG12","Y","02","","FA",2012,"O",2012-09-04,2012-12-21,0.5,15
"THEA191H PO","Senior Thesis","UG12","Y","04","","FA",2012,"O",2012-09-04,2012-12-21,0.5,25
"THEA191H PO","Senior Thesis","UG12","Y","08","","FA",2012,"O",2012-09-04,2012-12-21,0.5,25
"THEA191H PO","Senior Thesis","UG12","Y","12","","FA",2012,"O",2012-09-04,2012-12-21,0.5,25
"THEA191H PO","Senior Thesis","UG12","Y","14","","FA",2012,"O",2012-09-04,2012-12-21,0.5,15
"THEA191H PO","Senior Thesis","UG12","Y","16","","FA",2012,"O",2012-09-04,2012-12-21,0.5,25
"THEA191H PO","Senior Thesis","UG12","Y","20","","FA",2012,"O",2012-09-04,2012-12-21,0.5,25
"THEA191H PO","Senior Thesis","UG12","Y","24","","FA",2012,"O",2012-09-04,2012-12-21,0.5,25
"THEA191H PO","Senior Thesis","UG12","Y","28","","FA",2012,"O",2012-09-04,2012-12-21,0.5,25
"THEA191H PO","Senior Thesis","UG12","Y","32","","FA",2012,"O",2012-09-04,2012-12-21,0.5,25
"THEA192H PO","Senior Project in Performance","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0.5,25
"THEA192H PO","Senior Project in Performance","UG12","Y","02","","FA",2012,"O",2012-09-04,2012-12-21,0.5,99
"THEA193H PO","Senior Project in Design","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0.5,25
"THEA193H PO","Senior Project in Design","UG12","Y","02","","FA",2012,"O",2012-09-04,2012-12-21,0.5,15
"THEA193H PO","Senior Project in Design","UG12","Y","03","","FA",2012,"O",2012-09-04,2012-12-21,0.5,15
"THEA193H PO","Senior Project in Design","UG12","Y","16","","FA",2012,"O",2012-09-04,2012-12-21,0.5,15
"THEA194H PO","Senior Project in Dramaturgy","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0.5,25
"THEA194H PO","Senior Project in Dramaturgy","UG12","Y","12","","FA",2012,"O",2012-09-04,2012-12-21,0.5,15
"THEA195  PO","Senior Project in Directing","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,99
"WRIT001  HM","Introduction to Academic Writing","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-10-19,1.5,16
"WRIT001  HM","Introduction to Academic Writing","UG12","Y","02","","FA",2012,"O",2012-10-24,2012-12-21,1.5,16
"WRIT001  HM","Introduction to Academic Writing","UG12","Y","03","","FA",2012,"O",2012-09-04,2012-10-19,1.5,16
"WRIT001  HM","Introduction to Academic Writing","UG12","Y","04","","FA",2012,"O",2012-10-24,2012-12-21,1.5,16
"WRIT001  HM","Introduction to Academic Writing","UG12","Y","05","","FA",2012,"O",2012-09-04,2012-10-19,1.5,16
"WRIT001  HM","Introduction to Academic Writing","UG12","Y","06","","FA",2012,"O",2012-10-24,2012-12-21,1.5,16
"WRIT001  HM","Introduction to Academic Writing","UG12","Y","07","","FA",2012,"O",2012-09-04,2012-10-19,1.5,16
"WRIT001  HM","Introduction to Academic Writing","UG12","Y","08","","FA",2012,"O",2012-10-24,2012-12-21,1.5,16
"WRIT001  HM","Introduction to Academic Writing","UG12","Y","09","","FA",2012,"O",2012-09-04,2012-10-19,1.5,16
"WRIT001  HM","Introduction to Academic Writing","UG12","Y","10","","FA",2012,"O",2012-10-24,2012-12-21,1.5,16
"WRIT001  HM","Introduction to Academic Writing","UG12","Y","11","","FA",2012,"O",2012-09-04,2012-10-19,1.5,16
"WRIT001  HM","Introduction to Academic Writing","UG12","Y","12","","FA",2012,"O",2012-10-24,2012-12-21,1.5,16
"WRIT001  HM","Introduction to Academic Writing","UG12","Y","13","","FA",2012,"O",2012-09-04,2012-12-21,1.5,12
"WRIT001  HM","Introduction to Academic Writing","UG12","Y","14","","FA",2012,"O",2012-09-04,2012-12-21,1.5,12
"WRIT016  PZ","The Writing Process","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"WRIT030  PZ","Writing the So Cal Landscape","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"WRIT050  SC","Critical Analysis","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,0
"WRIT050  SC","Critical Analysis","UG12","Y","02","","FA",2012,"O",2012-09-04,2012-12-21,1,0
"WRIT050  SC","Critical Analysis","UG12","Y","03","","FA",2012,"O",2012-09-04,2012-12-21,1,0
"WRIT050  SC","Critical Analysis","UG12","Y","04","","FA",2012,"O",2012-09-04,2012-12-21,1,0
"WRIT050  SC","Critical Analysis","UG12","Y","05","","FA",2012,"O",2012-09-04,2012-12-21,1,0
"WRIT050  SC","Critical Analysis","UG12","Y","06","","FA",2012,"O",2012-09-04,2012-12-21,1,0
"WRIT050  SC","Critical Analysis","UG12","Y","07","","FA",2012,"O",2012-09-04,2012-12-21,1,0
"WRIT050  SC","Critical Analysis","UG12","Y","08","","FA",2012,"O",2012-09-04,2012-12-21,1,0
"WRIT050  SC","Critical Analysis","UG12","Y","09","","FA",2012,"O",2012-09-04,2012-12-21,1,0
"WRIT050  SC","Critical Analysis","UG12","Y","10","","FA",2012,"O",2012-09-04,2012-12-21,1,0
"WRIT050  SC","Critical Analysis","UG12","Y","11","","FA",2012,"O",2012-09-04,2012-12-21,1,0
"WRIT050  SC","Critical Analysis","UG12","Y","12","","FA",2012,"O",2012-09-04,2012-12-21,1,0
"WRIT050  SC","Critical Analysis","UG12","Y","13","","FA",2012,"O",2012-09-04,2012-12-21,1,0
"WRIT050  SC","Critical Analysis","UG12","Y","14","","FA",2012,"O",2012-09-04,2012-12-21,1,0
"WRIT050  SC","Critical Analysis","UG12","Y","15","","FA",2012,"O",2012-09-04,2012-12-21,1,0
